,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
114,114,29,"hash, table, function, number, bucket, find, use, close, step, insert","In a hash table, what is it called when 2 or more elements would be assigned to the same bucket given their hash function?
",0.10495975729297696,0.18413551476045903,0.20040384434626546
115,115,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","An algorithm takes 3 seconds to run with an input n = 10 and it takes 81 seconds to run with an input n = 30. If we run the algorithm with an input of n = 100, how long is it most likely to take?
",0.11076940234141215,0.19015871196312742,0.19606797183401967
116,116,40,"node, next, object, previous, doubly, pointer, pointerthe, head, link, contain","What fields are stored in the nodes of a doubly linked list?
",0.07727217341012214,0.13966840855399723,0.1547689859365635
117,117,45,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","Define a min heap (as described in 2019 week5b slide 4).
",0.057947452415220244,0.10650466588063691,0.12100843380122389
118,118,45,"list, link, array, follow, middle, insert, faster, would, add, singly","For an array list of size n what are the best, worst and average runtime complexities for each of it's operations?
",0.06643307643526808,0.12104179617697994,0.13361013905845975
119,119,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the runtime of a Binary Search Tree Search?
",0.13814499688336224,0.23259734372792137,0.2487690869416294
120,120,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which of the following sorts is not recursive?
",0.07057218768892431,0.1279760741104325,0.13699699562071532
121,121,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which, if any, of the Binary Trees labelled A-H is a complete binary tree?
",0.09886902927200496,0.17363392641072545,0.18382255615487897
122,122,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Processing the following tree in post-order gives which outcome?
",0.049170967599916814,0.0925792680320947,0.10457451803954913
123,123,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which node needs to be rotated in the following AVL tree to become balanced: 25 / \ 20 30 / \ \10 22 40 \ 50
",0.0983165679364213,0.17284238019852372,0.18291983384748642
124,124,54,"go, always, prime, distribution, reduce, collision, stand, little, since, explain","Kristoff has 9823598273 reindeer. The reindeer are stood in the worst configuration. He must order his reindeer before he and Sven can go on an adventure, which sort should he use to sort them in the least amount of time?
",0.05454545454545454,0.10344827586206896,0.11180339887498948
125,125,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Consider the array: 4, 1, 3, 2, 5.Using Bubble sort, how many passes through the array are required to sort it from lowest to highest?Note: not including a final pass to confirm correct order.
",0.07135337694615142,0.12945812248606914,0.13821143629241
126,126,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider an algorithm with the following time complexity for an input n:What is the asymptotic time complexity of this function?
",0.1122370536909614,0.194326496869734,0.21069048011391744
127,127,45,"tree, node, binary, follow, avl, traversal, order, search, number, root","Depth-first Traversal is defined by:
",0.05882993279223129,0.10758618608510827,0.11948431939748756
128,128,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which type of sort uses pivots and partitions?
",0.06940164521966517,0.12593056917762163,0.13494544582776513
129,129,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is stored in each node of a singly linked list?
",0.07177133857857804,0.12811682918348774,0.1400075493997811
130,130,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","For the graph with the following path lengths, which are traversable both ways:A<->B 2A<->C 3B<->C 6B<->E 4C<->D 8D<->E 2D<->F 1E<->F 4What is the length of the shortest path between Nodes A and F?
",0.0823767053219697,0.149192075119477,0.16672926848435715
131,131,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Given the following integer binary search tree, three new elements 12, 8 and 5 are inserted in that order.For each new element which node is each of the new elements a child of?For example, ""4, 49, 2"" would mean that 12 is a child of 4, 8 is a child of 49 and 5 is a child of 2.
",0.19397170184497578,0.3044988836752078,0.32423385178884023
132,132,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","A graph has the following adjacency matrix. Which are the only start and end points with 2 routes that are 3 edges apart? a b c da | 0 0 0 1 |b | 0 0 1 0 |c | 1 1 0 1 |d | 0 1 0 0 |
",0.07869101297732978,0.14311471197365308,0.16005188847719248
133,133,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following about AVL trees is not true?
",0.10028452193421636,0.17558971118272004,0.18585321952905567
134,134,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms has the fastest best case time complexity?
",0.15676209315969916,0.25909006468214413,0.2725386326640717
135,135,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","What is the number of swaps needed to swap this list of numbers:8, 22, 7, 9, 31, 5, 13 in ascending order using bubble sort?
",0.07210437226181354,0.13042489983202896,0.13900519592564597
136,136,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the time complexity of the following algorithm?int m = 0;int i = n;while (i > 0) { m = m + 2i; i = i / 2;}
",0.11943656036832224,0.20485358632437822,0.21859589650046107
137,137,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of the following estimations of complexity is most suitable for theunder-estimationof time/size complexity?
",0.11676402588042016,0.2013876664292519,0.21712998655053362
138,138,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of these sorting algorithms is stable
",0.1632872834231802,0.2676067778786432,0.2811142126202636
139,139,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the result of pre-order traversal of this tree?
",0.10208217768631368,0.17817757356287886,0.18859900741233435
140,140,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","Java is supposed to be ""design-independent"", which of the following best describes this phrase?
",0.05451989761123357,0.09879567213405042,0.10507255458709734
141,141,14,"value, operation, perform, similar, expect, many, page, real, note, temp","When performing a BST search on N values, on average how many steps are required to find our value?
",0.09165340916616387,0.15220813035638753,0.15632489624131693
142,142,29,"hash, table, function, number, bucket, find, use, close, step, insert","A certain quadratic time algorithm uses 50 elementary operations to process an input of size 20. What is the most likely number of elementary operations it will use if given an input of size 2000?
",0.10344655051248608,0.18133488006861026,0.19685599715180174
143,143,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hash table with linear probing.Compute the average number of steps taken to insert an item into a hash table with total number of available buckets being 10,000 and the number of unused buckets being 1,500.
",0.10656284481736893,0.18615109643125688,0.20139849799401863
144,144,29,"hash, table, function, number, bucket, find, use, close, step, insert","A quadratic time algorithm uses 50 elementary operations to process aninput of size 10. What is the most likely number of elementary operations it will use if given an input of size 10,000?
",0.10527636077626643,0.18381219716018363,0.19847007902150937
145,145,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Consider graph F. Assume that we use Dijkstra's algorithm to find shortest paths from node START to any other node in F. Which of the following orderings on the nodes of F could be used by Dijkstra's algorithm to compute the shortest paths that start at START?
",0.07848367784690005,0.14275400704649366,0.15913962822099406
