,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
524,524,2.0,0.22139999270439148,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'bst', 'valid', 'avl', 'tree']","Which of the following BSTs is not a valid AVL Tree?
"
520,520,2.0,0.25209999084472656,"tree, binary, node, avl, search, child, root, follow, height, leaf","['provide', 'follow', 'number', 'if', 'perfectly_balanced', 'binary', 'search', 'tree', 'construct', 'array', 'number', 'root', 'node']","An array is provided with the following numbers: {16, 87, 54, 98, 61, 33, 74}. If a perfectly balanced binary search tree is constructed from this array, which number will be in the root node?
"
1685,1685,2.0,0.09200000017881393,"tree, binary, node, avl, search, child, root, follow, height, leaf","['add', 'new', 'node', 'follow', 'order', 'tree', 'insertion', 'find', 'value', 'base']","Add new nodes with the following datas in order : 50, 76, 21, 4, 32, 100, 64, 52, use the tree insertion algorithm, find out the value which the node based on.
"
441,441,2.0,0.1023000031709671,"tree, binary, node, avl, search, child, root, follow, height, leaf","['mean', 'binary', 'tree', 'identical']","What is mean by binary trees are identical?
"
1761,1761,2.0,0.23280000686645508,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'property', 'tree', 'binary', 'balance', 'complete', 'maxheap', 'none']","Which of the following properties does this tree have?1) Binary2) Balanced3) Complete4) Maxheap
"
339,339,2.0,0.10440000146627426,"tree, binary, node, avl, search, child, root, follow, height, leaf","['select', 'correct', 'difference', 'tree', 'tree']","Select the correct differences between a B-Tree and a B+ Tree?
"
336,336,2.0,0.13680000603199005,"tree, binary, node, avl, search, child, root, follow, height, leaf","['context', 'avl', 'tree', 'avl', 'stand', 'for']","In the context of an AVL Tree, AVL stands for:
"
1766,1766,2.0,0.17329999804496765,"tree, binary, node, avl, search, child, root, follow, height, leaf","['statement', 'heap', 'false', 'heap', 'efficient', 'data', 'structure', 'for', 'implement', 'heap', 'complete', 'binary', 'tree', 'type', 'heap', 'heap', 'binary', 'search', 'tree', 'bst', 'statement', 'false']","Which statement(s) about heaps is false?
"
328,328,2.0,0.2913999855518341,"tree, binary, node, avl, search, child, root, follow, height, leaf","['insert', 'order', 'empty', 'avl', 'tree', 'leaf', 'node', 'rebalance', 'satisfy', 'avl', 'condition']","Insert 28, 29, 16, 9, 34, 8, 20 in order into an empty AVL Tree. What are the leaf nodes after rebalancing to satisfy the AVL Condition?
"
1779,1779,2.0,0.25690001249313354,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'follow', 'avl', 'tree', 'would', 'tree', 'look_like', 'insertion', 'note', 'result', 'valid', 'avl', 'tree', 'correct', 'answer', 'use', 'balance']","Given the following AVL tree what would the tree look like after the insertion of ""9"". Note that all results are valid AVL Trees. The correct answer uses the balancing algorithm from the lecture.
"
1780,1780,2.0,0.44449999928474426,"tree, binary, node, avl, search, child, root, follow, height, leaf","['statement', 'avl', 'tree', 'untrue', 'avl', 'tree', 'binary', 'avl', 'tree', 'always', 'avl', 'tree', 'self', 'balance', 'avl', 'tree', 'search', 'tree']","Which of these statements about AVL trees is untrue?
"
1788,1788,2.0,0.1753000020980835,"tree, binary, node, avl, search, child, root, follow, height, leaf","['node', 'follow', 'binary', 'tree', 'non', 'balance', 'factor', 'none']","Which nodes in the following binary tree have non-zero balance factor? 7 / \ 4 13 / \ \ 2 5 17 / \ \ / \ 1 3 6 15 20
"
1789,1789,2.0,0.13510000705718994,"tree, binary, node, avl, search, child, root, follow, height, leaf","['say', 'conquer', 'except', 'binary', 'search']","All of these algorithms are said to be divide and conquer algorithm except
"
315,315,2.0,0.4277999997138977,"tree, binary, node, avl, search, child, root, follow, height, leaf","['consider', 'bst', 'complete', 'binary', 'tree', 'remove', 'root', 'correctly', 'describe', 'lecture', 'rebalance', 'tree', 'complete', 'binary', 'tree', 'accord', 'definition', 'follow', 'statement', 'describe', 'unique', 'result', 'definition', 'complete', 'binary', 'tree', 'binary', 'tree', 'level', 'except', 'possibly', 'last', 'full', 'node', 'low', 'level', 'leave', 'possible']","Consider the below BST, which is not a complete binary tree. Remove the root node 3 correctly, as described in lectures, then rebalance the tree as a complete binary tree according to the below definition. Which of the following statements describes the unique resulting tree?The definition of a complete binary tree is to be a binary tree in which every level, except possibly the last, is full, and all nodes on the lowest level are as left as possible.
"
314,314,2.0,0.09380000084638596,"tree, binary, node, avl, search, child, root, follow, height, leaf","['balance', 'factor', 'avl', 'tree', 'use', 'check']","What is a balance factor in an AVL tree used to check?
"
1760,1760,2.0,0.2328999936580658,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'property', 'tree', 'binary', 'balance', 'complete', 'maxheap', 'none']","Which of the following properties does this tree have?1) Binary2) Balanced3) Complete4) Maxheap
"
1790,1790,2.0,0.2612000107765198,"tree, binary, node, avl, search, child, root, follow, height, leaf","['sentence', 'true', 'except', 'heap', 'datum', 'structure', 'implement', 'use', 'special', 'type', 'binary', 'tree', 'heap', 'binary', 'search', 'tree', 'heap', 'efficient', 'way', 'implement', 'heap', 'complete', 'binary', 'tree']","All of these sentences are true except:
"
311,311,2.0,0.14820000529289246,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'avl', 'tree']","Which of the following is an AVL Tree:
"
1800,1800,2.0,0.07029999792575836,"tree, binary, node, avl, search, child, root, follow, height, leaf","['show', 'result', 'heap', 'extract', 'large', 'item', 'follow', 'tree']","Show the resulting heap after extracting the largest item from the following tree 15 / \ 10 6 / \ / \ 5 8 3 4 / 1
"
1804,1804,2.0,0.18700000643730164,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'example', 'semantic', 'search', 'graph', 'binary', 'tree', 'search']","Which of the following is an example of a semantic search
"
1806,1806,2.0,0.11180000007152557,"tree, binary, node, avl, search, child, root, follow, height, leaf","['avl', 'tree']","What other ADT does the breadth first traversal algorithm use to navigate a graph?
"
298,298,2.0,0.15289999544620514,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'avl', 'balanced']","Which of these trees is NOT AVL balanced?
"
296,296,2.0,0.09380000084638596,"tree, binary, node, avl, search, child, root, follow, height, leaf","['balance', 'factor', 'use', 'for', 'avl', 'tree']","What is a Balance Factor used for in an AVL Tree?
"
293,293,2.0,0.2062000036239624,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'tree', 'legit', 'binary', 'search', 'tree', 'contain', 'number', 'represent', 'pre', 'order', 'traversal']","Which of the following trees is a legit binary search tree containing the numbers (2,7,9,12,18,23,26,37,43,75)? Represented in PRE-ORDER traversal!
"
1817,1817,2.0,0.5716000199317932,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'correct', 'definition', 'maxheap', 'maxheap', 'binary', 'tree', 'follow', 'rule', 'value', 'contain', 'node', 'always', 'great', 'equal', 'value', 'node', 'child', 'tree', 'complete', 'binary', 'tree', 'maxheap', 'binary', 'tree', 'follow', 'rule', 'value', 'contain', 'node', 'always', 'less', 'equal', 'value', 'node', 'child', 'tree', 'complete', 'binary', 'tree', 'maxheap', 'binary', 'tree', 'follow', 'rule', 'value', 'contain', 'node', 'always', 'great', 'equal', 'value', 'node', 'child', 'tree', 'incomplete', 'binary', 'tree', 'maxheap', 'binary', 'tree', 'follow', 'rule', 'value', 'contain', 'node', 'always', 'great', 'equal', 'value', 'node', 'parent', 'tree', 'complete', 'binary', 'tree', 'maxheap', 'binary', 'tree', 'follow', 'rule', 'value', 'contain', 'node', 'always', 'less', 'equal', 'value', 'node', 'parent', 'tree', 'complete', 'binary', 'tree']","Which of the following is the correct definition of a maxheap?
"
1819,1819,2.0,0.1923000067472458,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'follow', 'number', 'construct', 'avl', 'tree', 'number', 'leaf', 'node', 'order', 'leave', 'right']","Given the following numbers: 7, 9, 5, 4, 8, 2, 6, 1, when constructing an AVL Tree, which numbers will be in leaf nodes (in order from left to right)?
"
1820,1820,2.0,0.2651999890804291,"tree, binary, node, avl, search, child, root, follow, height, leaf","['for', 'tree', 'statement', 'true', 'for', 'valid', 'tree', 'leave', 'right', 'subtree', 'height', 'must', 'differ', 'internal', 'node', 'contain', 'data', 'type', 'node', 'least', 'full', 'time', 'except', 'root', 'none']","For a B+ tree, which statement is true.
"
1829,1829,2.0,0.13770000636577606,"tree, binary, node, avl, search, child, root, follow, height, leaf","['avl', 'tree', 'create', 'insert', 'number', 'many', 'insertion', 'cause', 'current', 'tree', 'become', 'unbalanced']","An AVL tree is created by inserting the numbers 1, 3, 7, 2, 4, 6, and 5. How many of these insertions cause the current tree to become unbalanced?
"
312,312,2.0,0.18729999661445618,"tree, binary, node, avl, search, child, root, follow, height, leaf","['insert', 'follow', 'number', 'avl', 'tree', 'order', 'tree']","Insert the following numbers lexicographically in an AVL tree: {5,20,8,9,3,11,4,65,85,35,15,1}.What is the in-order transversal of the tree?
"
1750,1750,2.0,0.11270000040531158,"tree, binary, node, avl, search, child, root, follow, height, leaf","['search', 'list', 'size', 'would', 'efficient', 'quicksort', 'perform', 'binary', 'search', 'instead']","At what number, x, of linear searches on a list of size n would it be more efficient to quicksort and perform binary searches instead?
"
1745,1745,2.0,0.2897000014781952,"tree, binary, node, avl, search, child, root, follow, height, leaf","['compute', 'tree', 'statement', 'true', 'leaf', 'node', 'connection', 'node', 'binary', 'tree', 'store', 'possible', 'value', 'node', 'may', 'number', 'child', 'child', 'node', 'small', 'value', 'parent']","In a computing ""tree"", which of these statements are true?
"
1740,1740,2.0,0.16300000250339508,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'property', 'fill', 'start', 'left', 'branch', 'binary', 'tree', 'prioritise', 'thing', 'order', 'importance', 'top', 'level', 'tree', 'completely', 'fill', 'node']","Which of the following is not a property of a heap?
"
434,434,2.0,0.15690000355243683,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'avl', 'tree', 'value', 'insert', 'rotation', 'require', 'order', 'balance', 'tree']","Given the AVL tree:When the value of 12 is inserted, which rotation is required in order to balance the tree?
"
429,429,2.0,0.20829999446868896,"tree, binary, node, avl, search, child, root, follow, height, leaf","['if', 'binary', 'tree', 'represent', 'mathematical', 'expression', 'operand', 'contain', 'leaf', 'node', 'operator', 'node', 'child', 'see', 'for', 'example', 'type', 'use', 'evaluate', 'expression']","If we have a binary tree which represents a mathematical expression - where the operands are contained in leaf nodes and the operator nodes all have two children (see below for example) - what type of traversal algorithm should be used to evaluate the expression?
"
1675,1675,2.0,0.26249998807907104,"tree, binary, node, avl, search, child, root, follow, height, leaf","['rough', 'value', 'bound', 'avl', 'tree', 'log', 'number', 'node', 'tree', 'log', 'number', 'node', 'tree', 'number', 'node', 'tree', 'height', 'tree', 'number', 'node', 'balance', 'constant']","What rough value bounds the maximum height of an AVL tree
"
417,417,2.0,0.24310000240802765,"tree, binary, node, avl, search, child, root, follow, height, leaf","['option', 'correct', 'definition', 'follow', 'leafcomplete', 'full', 'binary', 'treebinary', 'tree']","What option has the correct definitions of each of the following:leafComplete (Full) Binary treeBinary tree
"
415,415,2.0,0.14319999516010284,"tree, binary, node, avl, search, child, root, follow, height, leaf","['maximum', 'height', 'tree', 'node']","What is the maximum height of a perfectly balanced tree with n nodes?
"
